code,from,to,Fr,Nl
35014,2016-10-01,,brinzolamide + brimonidine tartrate collyre ophtalmique 10 mg + 2 mg / 1 ml,brinzolamide + brimonidine tartraat druppels oculair 10 mg + 2 mg / 1 ml
15339,2016-10-01,,Groupe Vitalipid Novum perfusion enfant,Groep Vitalipid Novum infusie kind
28134,2016-10-01,,roxithromycine oral 150 mg,roxithromycine oraal 150 mg
34645,2016-10-01,,glucose perfusion 10%,glucose infusie 10%
9142,2016-10-01,2018-05-17,didanosine oral 2 g,didanosine oraal 2 g
35907,2016-10-01,,sufentanil sublingual 15 µg,sufentanil sublinguaal 15 µg
1255,,,,
8359,2016-10-01,,darunavir oral 800 mg,darunavir oraal 800 mg
12211,2016-10-01,,fébuxostat oral 120 mg,febuxostat oraal 120 mg
17947,2016-10-01,,"ioxitalamate oral/rectal 3,3 g / 5 ml","joxitalamaat oraal/rectaal 3,3 g / 5 ml"
28829,2016-10-01,,"Sisymbrium officinale oral 27,5 mg / 5 ml","Sisymbrium officinale oraal 27,5 mg / 5 ml"
4432,2016-10-01,,bumétanide oral 1 mg,bumetanide oraal 1 mg
7617,2016-10-01,,colchicine oral 1 mg,colchicine oraal 1 mg
8664,2016-10-01,,desmopressine sublingual 60 µg,desmopressine sublinguaal 60 µg
11486,2016-10-01,,estriol oral 2 mg,estriol oraal 2 mg
22921,2016-10-01,,nicotine oral 4 mg,nicotine oraal 4 mg
15032,2016-10-01,,Groupe Colofort pourdre oral,Groep Colofort poeder oraal
5157,,,,
10249,2016-10-01,,eltrombopag oral 50 mg,eltrombopag oraal 50 mg
11940,2016-10-01,,"évérolimus oral 0,25 mg","everolimus oraal 0,25 mg"
18275,,,,
20479,2016-10-01,,mépivacaïne injection 10 mg / 1 ml,mepivacaïne injectie 10 mg / 1 ml
21451,2016-10-01,,"métronidazole crème cutané 7,5 mg / 1 g","metronidazol crème cutaan 7,5 mg / 1 g"
4960,2016-10-01,,canakinumab injection 150 mg,canakinumab injectie 150 mg
27144,2016-10-01,,raloxifène oral 60 mg,raloxifeen oraal 60 mg
17004,2016-10-01,,inosine oral 500 mg,inosine oraal 500 mg
32821,2016-10-01,,"Cimicifuga racemosa oral 6,5 mg","Cimicifuga racemosa oraal 6,5 mg"
20750,2016-10-01,,méthadone injection 10 mg / 1 ml,methadon injectie 10 mg / 1 ml
31799,,,,
33076,2016-10-01,,tadalafil oral (cardiovasc.) 20 mg,tadalafil oraal (cardiovasc.) 20 mg
25205,2016-10-01,2017-08-31,interféron alfa-2b injection 80 µg,interferon alfa-2b injectie 80 µg
35279,2016-10-01,,idélalisib oral 150 mg,idelalisib oraal 150 mg
21071,2016-10-01,,méthylphénidate oral 5 mg,methylfenidaat oraal 5 mg
3913,2016-10-01,,bisoprolol oral 5 mg [CAVE séc.],bisoprolol oraal 5 mg [CAVE deelb.]
35824,2016-10-01,,midazolam buccal 5 mg / 1 ml,midazolam buccaal 5 mg / 1 ml
18291,,,,
6999,2016-10-01,,clindamycine oral 150 mg,clindamycine oraal 150 mg
30056,2016-10-01,,térazosine oral 1 mg,terazosine oraal 1 mg
1941,,,,
7856,2016-10-01,,cyclophosphamide oral 50 mg,cyclofosfamide oraal 50 mg
8342,2016-10-01,,darunavir oral 75 mg,darunavir oraal 75 mg
3343,2016-10-01,,bétahistine oral 16 mg [CAVE séc.],betahistine oraal 16 mg [CAVE deelb.]
3665,2016-10-01,,bézafibrate oral 200 mg,bezafibraat oraal 200 mg
5728,2016-10-01,,ceftazidime injection 500 mg,ceftazidim injectie 500 mg
5777,2016-10-01,,"céfuroxime perfusion 1,5 g","cefuroxim infusie 1,5 g"
25825,2016-10-01,,piroxicam rectal 20 mg,piroxicam rectaal 20 mg
28712,2016-10-01,,silodosine oral 8 mg,silodosine oraal 8 mg
1602,2016-10-01,,amisulpride oral 50 mg [CAVE séc.],amisulpride oraal 50 mg [CAVE deelb.]
2956,2016-10-01,,baryum oral/rectal 1 g / 1 ml,barium oraal/rectaal 1 g / 1 ml
8417,2016-10-01,,décitabine perfusion 50 mg,decitabine infusie 50 mg
17475,2016-10-01,,irbésartan oral 75 mg [CAVE séc.],irbesartan oraal 75 mg [CAVE deelb.]
20164,2016-10-01,,médroxyprogestérone oral 10 mg,medroxyprogesteron oraal 10 mg
32391,2016-10-01,,zidovudine oral 50 mg / 5 ml,zidovudine oraal 50 mg / 5 ml
15073,2016-10-01,,Groupe Endopeg sol. oral,Groep Endopeg oploss. oraal
33001,2016-10-01,,Groupe Trisequens oral (phase I-III),Groep Trisequens oraal (fase I-III)
13045,2016-10-01,,flucloxacilline oral 500 mg,flucloxacilline oraal 500 mg
34371,2016-10-01,,uméclidinium inhalé 55 µg / 1 dos.,umeclidinium inhalatie 55 µg / 1 dos.
15347,2016-10-01,,Groupe Vitalipid Novum perfusion adulte,Groep Vitalipid Novum infusie volw.
34,2016-10-01,,abacavir oral 100 mg / 5 ml,abacavir oraal 100 mg / 5 ml
16576,2016-10-01,,imipramine oral 10 mg,imipramine oraal 10 mg
17459,2016-10-01,,irbésartan + hydrochlorothiazide oral 300 mg + 25 mg,irbesartan + hydrochloorthiazide oraal 300 mg + 25 mg
2295,2016-10-01,,atazanavir oral 150 mg,atazanavir oraal 150 mg
17350,2016-10-01,,ipilimumab perfusion 50 mg / 10 ml,ipilimumab infusie 50 mg / 10 ml
5694,2016-10-01,2017-06-12,ceftazidime perfusion 2 g,ceftazidim infusie 2 g
21501,2016-10-01,2017-06-12,miansérine oral 60 mg,mianserine oraal 60 mg
9266,2016-10-01,,"digoxine oral 0,125 mg","digoxine oraal 0,125 mg"
16261,,,,
13961,2016-10-01,,furosémide + amiloride oral 40 mg + 5 mg,furosemide + amiloride oraal 40 mg + 5 mg
34256,2016-10-01,2018-03-29,"ambroxol oropharyngé 2,5 mg / 1 dos.","ambroxol orofaryngeaal 2,5 mg / 1 dos."
14753,2016-10-01,,glucagon injection 1 mg,glucagon injectie 1 mg
23390,2016-10-01,,octocog alfa injection 1 500 UI,octocog alfa injectie 1 500 IE
21527,2016-10-01,2017-06-12,"miconazole vaginal 1,2 g","miconazol vaginaal 1,2 g"
1248,2016-10-01,,"alprazolam oral 0,75 mg / 1 ml","alprazolam oraal 0,75 mg / 1 ml"
8334,2016-10-01,,darunavir oral 600 mg,darunavir oraal 600 mg
14589,2016-10-01,,"gentamicine + zirconium dioxyde (implant) 7,5 mg + 20 mg","gentamicine + zirconiumdioxide (implantaat) 7,5 mg + 20 mg"
31666,2016-10-01,,ustékinumab injection 90 mg / 1 ml,ustekinumab injectie 90 mg / 1 ml
19687,2016-10-01,,lixisénatide injection 10 µg / 1 dos.,lixisenatide injectie 10 µg / 1 dos.
6056,2016-10-01,,chlorambucil oral 2 mg,chloorambucil oraal 2 mg
19786,2016-10-01,,loratadine oral 10 mg [CAVE séc.],loratadine oraal 10 mg [CAVE deelb.]
4416,2016-10-01,2017-09-18,budésonide nasal 64 µg / 1 dos.,budesonide nasaal 64 µg / 1 dos.
19968,2016-10-01,,macitentan oral 10 mg,macitentan oraal 10 mg
6668,2016-10-01,,cinnarizine oral 75 mg / 1 ml,cinnarizine oraal 75 mg / 1 ml
24901,,,,
27235,,,,
31443,2016-10-01,,"triptoréline injection 0,1 mg","triptoreline injectie 0,1 mg"
29421,2016-10-01,,sumatriptan nasal 20 mg / 1 dos.,sumatriptan nasaal 20 mg / 1 dos.
5850,2016-10-01,,célécoxib oral 100 mg,celecoxib oraal 100 mg
22277,2016-10-01,,"moxonidine oral 0,4 mg","moxonidine oraal 0,4 mg"
7757,2016-10-01,,crizotinib oral 200 mg,crizotinib oraal 200 mg
4457,2016-10-01,,bumétanide oral 5 mg,bumetanide oraal 5 mg
27185,2016-10-01,,"ramipril oral 2,5 mg","ramipril oraal 2,5 mg"
22830,2016-10-01,,niclosamide oral 500 mg,niclosamide oraal 500 mg
5546,2016-10-01,,céfadroxil oral 500 mg,cefadroxil oraal 500 mg
16972,2016-10-01,,vaccin contre l'influenza (inactivés) injection,influenzavaccin (geïnactiveerd) injectie
6569,2016-10-01,2017-06-12,cimétidine oral 800 mg,cimetidine oraal 800 mg
6544,2016-10-01,2017-06-12,cimétidine oral 200 mg,cimetidine oraal 200 mg
32409,2016-10-01,,zinc oral 25 mg,zink oraal 25 mg
604,2016-10-01,,"adalimumab injection 40 mg / 0,8 ml","adalimumab injectie 40 mg / 0,8 ml"
1131,2016-10-01,2017-07-23,aliskirène oral 300 mg,aliskiren oraal 300 mg
1933,2016-10-01,2017-06-12,amoxicilline oral 750 mg [CAVE séc.],amoxicilline oraal 750 mg [CAVE deelb.]
5025,2016-10-01,,candésartan oral 8 mg,candesartan oraal 8 mg
10157,,,,
11999,2016-10-01,,exémestane oral 25 mg,exemestan oraal 25 mg
29199,,,,
30130,2016-10-01,2018-03-29,terlipressine injection 1 mg,terlipressine injectie 1 mg
32516,2016-10-01,,zolpidem oral 10 mg,zolpidem oraal 10 mg
31922,2016-10-01,,vancomycine perfusion 500 mg,vancomycine infusie 500 mg
2121,2016-10-01,,apraclonidine collyre ophtalmique 5 mg / 1 ml,apraclonidine druppels oculair 5 mg / 1 ml
1628,2016-10-01,,amitriptyline oral 25 mg,amitriptyline oraal 25 mg
5116,2016-10-01,,captopril oral 25 mg [CAVE séc.],captopril oraal 25 mg [CAVE deelb.]
18267,,,,
7161,2016-10-01,2018-03-19,clodronate oral 800 mg,clodronaat oraal 800 mg
5843,2016-10-01,,céfuroxime injection 750 mg,cefuroxim injectie 750 mg
2675,2016-10-01,,axitinib oral 1 mg,axitinib oraal 1 mg
5124,2016-10-01,,captopril oral 50 mg [CAVE séc.],captopril oraal 50 mg [CAVE deelb.]
12492,2016-10-01,2019-01-20,fentanyl buccal 100 µg,fentanyl buccaal 100 µg
12047,,,,
12088,2016-10-01,,facteur IX injection 1 000 UI,factor IX injectie 1 000 IE
13193,2016-10-01,,flunarizine oral 10 mg [CAVE séc.],flunarizine oraal 10 mg [CAVE deelb.]
16337,2016-10-01,,ichtammol pommade cutané 100 mg / 1 g,ichtammol zalf cutaan 100 mg / 1 g
20719,2016-10-01,,métamizole oral 500 mg / 1 ml,metamizol oraal 500 mg / 1 ml
18317,2016-10-01,,Lactobacillus acidophilus oral,Lactobacillus acidophilus oraal
22350,2016-10-01,,acide mycophénolique oral 360 mg,mycofenolzuur oraal 360 mg
26369,2016-10-01,,prazosine oral 5 mg,prazosine oraal 5 mg
22285,2016-10-01,,mucopolysaccharide polysulfate crème cutané 3 mg / 1 g,mucopolysacharide polysulfaat crème cutaan 3 mg / 1 g
13664,2016-10-01,2017-12-21,follitropine alfa + lutropine alfa injection 150 UI + 75 UI,follitropine alfa + lutropine alfa injectie 150 IE + 75 IE
7773,2016-10-01,,cromoglicate inhalé 20 mg / 2 ml,cromoglicaat inhalatie 20 mg / 2 ml
11775,2016-10-01,,"étonogestrel + éthinylestradiol vaginal 0,12 mg + 0,015 mg / 24 h","etonogestrel + ethinylestradiol vaginaal 0,12 mg + 0,015 mg / 24 u"
27227,2016-10-01,2017-07-30,"ranibizumab injection/intravitréen 2,3 mg / 0,23 ml","ranibizumab injectie/intravitreaal 2,3 mg / 0,23 ml"
3095,2016-10-01,,béclométasone nasal 50 µg / 1 dos.,beclometason nasaal 50 µg / 1 dos.
17319,2016-10-01,2018-06-29,"interféron gamma-1b injection 100 µg / 0,5 ml","interferon gamma-1b injectie 100 µg / 0,5 ml"
29090,,,,
30874,2016-10-01,,toltérodine oral (libér. modifiée) 4 mg,tolterodine oraal (gereg. afgifte) 4 mg
31435,2016-10-01,,"triptoréline injection 0,1 mg / 1 ml","triptoreline injectie 0,1 mg / 1 ml"
33506,2016-10-01,,"alogliptine oral 6,25 mg","alogliptine oraal 6,25 mg"
12443,2016-10-01,,phenprocoumone oral 3 mg,fenprocoumon oraal 3 mg
34447,2016-10-01,,"lévonorgestrel + éthinylestradiol oral 0,15 mg + 0,03 mg (I) + éthinylestradiol oral 0,01 mg (II)","levonorgestrel + ethinylestradiol oraal 0,15 mg + 0,03 mg (I) + ethinylestradiol oraal 0,01 mg (II)"
11544,2016-10-01,,éthambutol oral 400 mg,ethambutol oraal 400 mg
33118,2016-10-01,,Groupe Tri-Minulet oral (phase I-III),Groep Tri-Minulet oraal (fase I-III)
35725,2016-10-01,,"cromoglicate disodium collyre ophtalmique (sans cons.) 6 mg / 0,3 ml","cromoglicaat dinatrium druppels oculair (zonder bew.) 6 mg / 0,3 ml"
35634,2016-10-01,,"lénalidomide oral 7,5 mg","lenalidomide oraal 7,5 mg"
35642,2016-10-01,,lénalidomide oral 20 mg,lenalidomide oraal 20 mg
32342,2016-10-01,,yohimbine oral 5 mg,yohimbine oraal 5 mg
30809,2016-10-01,,tobramycine injection/perfusion 40 mg / 1 ml,tobramycine injectie/infusie 40 mg / 1 ml
25619,2016-10-01,,pimozide oral 4 mg,pimozide oraal 4 mg
2626,2016-10-01,2018-04-18,attapulgite oral 3 g,attapulgiet oraal 3 g
869,2016-10-01,,"alfacalcidol injection 1 µg / 0,5 ml","alfacalcidol injectie 1 µg / 0,5 ml"
16121,2016-10-01,2017-06-12,hymécromone oral 200 mg,hymecromon oraal 200 mg
22376,2016-10-01,,mycophénolate oral 500 mg,mycofenolaat oraal 500 mg
30023,2016-10-01,,ténofovir oral 245 mg,tenofovir oraal 245 mg
4218,2016-10-01,,bromocriptine oral 10 mg,bromocriptine oraal 10 mg
1453,2016-10-01,,amphotéricine B perfusion 50 mg,amfotericine B infusie 50 mg
35584,2016-10-01,,ponatinib oral 45 mg,ponatinib oraal 45 mg
35733,,,,
27201,2016-10-01,,ramipril oral 5 mg,ramipril oraal 5 mg
27409,2016-10-01,2017-07-23,rétigabine oral 200 mg,retigabine oraal 200 mg
22384,2016-10-01,,nabumétone oral 500 mg,nabumeton oraal 500 mg
4622,2016-10-01,,busulfan oral 2 mg,busulfan oraal 2 mg
36244,2016-11-01,,édoxaban oral 30 mg,edoxaban oraal 30 mg
36251,2016-11-01,,édoxaban oral 60 mg,edoxaban oraal 60 mg
36277,2016-11-01,,dapagliflozine oral 10 mg,dapagliflozine oraal 10 mg
36285,2016-11-01,,lumacaftor + ivacaftor oral 200 mg + 125 mg,lumacaftor + ivacaftor oraal 200 mg + 125 mg
36293,2016-11-01,,tolvaptan oral 15 mg,tolvaptan oraal 15 mg
36301,2016-11-01,,tolvaptan oral 30 mg,tolvaptan oraal 30 mg
36319,2016-11-01,,tolvaptan oral 45 mg (I) + tolvaptan oral 15 mg (II),tolvaptan oraal 45 mg (I) + tolvaptan oraal 15 mg (II)
36327,2016-11-01,,tolvaptan oral 60 mg (I) + tolvaptan oral 30 mg (II),tolvaptan oraal 60 mg (I) + tolvaptan oraal 30 mg (II)
36335,2016-11-01,,tolvaptan oral 90 mg (I) + tolvaptan oral 30 mg (II),tolvaptan oraal 90 mg (I) + tolvaptan oraal 30 mg (II)
36343,2016-11-01,,épinéphrine injection 1 mg / 10 ml,epinefrine injectie 1 mg / 10 ml
36350,2016-11-01,,acide acétylsalicylique + atorvastatine + ramipril oral 100 mg + 20 mg + 10 mg,acetylsalicylzuur + atorvastatine + ramipril oraal 100 mg + 20 mg + 10 mg
36368,2016-11-01,,"acide acétylsalicylique + atorvastatine + ramipril oral 100 mg + 20 mg + 2,5 mg","acetylsalicylzuur + atorvastatine + ramipril oraal 100 mg + 20 mg + 2,5 mg"
36376,2016-11-01,,acide acétylsalicylique + atorvastatine + ramipril oral 100 mg + 20 mg + 5 mg,acetylsalicylzuur + atorvastatine + ramipril oraal 100 mg + 20 mg + 5 mg
36384,2016-11-01,,"amsacrine perfusion 75 mg / 1,5 ml","amsacrine infusie 75 mg / 1,5 ml"
36392,2016-11-01,,"dexaméthasone phosphate sodique gel ophtalmique 0,985 mg / 1 g","dexamethason natriumfosfaat gel oculair 0,985 mg / 1 g"
36400,2016-11-01,,"atropine injection 0,5 mg / 5 ml","atropine injectie 0,5 mg / 5 ml"
36442,2016-11-01,,ivacaftor oral 50 mg,ivacaftor oraal 50 mg
36459,2016-11-01,,ivacaftor oral 75 mg,ivacaftor oraal 75 mg
36418,2016-11-01,,béclométasone + formotérol inhalé 200 µg + 6 µg / 1 dos.,beclometason + formoterol inhalatie 200 µg + 6 µg / 1 dos.
36509,2016-11-01,,vernakalant perfusion 500 mg / 25 ml,vernakalant infusie 500 mg / 25 ml
36566,2016-11-01,,efmoroctocog alfa injection 3 000 UI,efmoroctocog alfa injectie 3 000 IE
36574,2016-11-01,,carfilzomib perfusion 60 mg,carfilzomib infusie 60 mg
36517,2016-11-01,,efmoroctocog alfa injection 250 UI,efmoroctocog alfa injectie 250 IE
36525,2016-11-01,,efmoroctocog alfa injection 500 UI,efmoroctocog alfa injectie 500 IE
36533,2016-11-01,,efmoroctocog alfa injection 1 000 UI,efmoroctocog alfa injectie 1 000 IE
36541,2016-11-01,,efmoroctocog alfa injection 1 500 UI,efmoroctocog alfa injectie 1 500 IE
36558,2016-11-01,,efmoroctocog alfa injection 2 000 UI,efmoroctocog alfa injectie 2 000 IE
36590,2016-11-01,,éthanol gel cutané,ethanol gel cutaan
36616,2016-11-01,,sacubitril + valsartan oral 24 mg + 26 mg,sacubitril + valsartan oraal 24 mg + 26 mg
36624,2016-11-01,,sacubitril + valsartan oral 49 mg + 51 mg,sacubitril + valsartan oraal 49 mg + 51 mg
36632,2016-11-01,,sacubitril + valsartan oral 97 mg + 103 mg,sacubitril + valsartan oraal 97 mg + 103 mg
36608,2016-11-01,,méthylthioninium injection 10 mg / 1 ml,methylthioninium injectie 10 mg / 1 ml
36236,2016-11-01,,édoxaban oral 15 mg,edoxaban oraal 15 mg
36434,,,,
36269,2016-11-01,,mépolizumab injection 100 mg,mepolizumab injectie 100 mg
37002,2017-06-13,,atorvastatine + périndopril + amlodipine oral 20 mg + 10 mg + 5 mg,atorvastatine + perindopril + amlodipine oraal 20 mg + 10 mg + 5 mg
10009,2017-06-13,,duloxétine oral 20 mg,duloxetine oraal 20 mg
37754,2017-06-13,,thiotépa perfusion 100 mg,thiotepa infusie 100 mg
36707,2017-06-13,,osimertinib oral 80 mg,osimertinib oraal 80 mg
37200,2017-06-13,,"tropicamide + phényléphrine + lidocaïne injection 0,04 mg + 0,62 mg + 2 mg / 0,2 ml","tropicamide + fenylefrine + lidocaïne injectie 0,04 mg + 0,62 mg + 2 mg / 0,2 ml"
36715,2017-06-13,,céritinib oral 150 mg,ceritinib oraal 150 mg
37267,2017-06-13,,céfuroxime injection/perfusion 750 mg,cefuroxim injectie/infusie 750 mg
36913,2017-06-13,,ticagrélor oral 60 mg,ticagrelor oraal 60 mg
37010,2017-06-13,,atorvastatine + périndopril + amlodipine oral 40 mg + 10 mg + 10 mg,atorvastatine + perindopril + amlodipine oraal 40 mg + 10 mg + 10 mg
37408,2017-06-13,2018-08-19,colécalciférol oral 10 000 UI / 1 ml,colecalciferol oraal 10 000 IE / 1 ml
37614,2017-06-13,,hydroxycarbamide oral 100 mg,hydroxycarbamide oraal 100 mg
37515,2017-06-13,,fampridine oral (libér. modifiée) 10 mg,fampridine oraal (gereg. afgifte) 10 mg
37317,2017-06-13,,sélexipag oral 200 µg,selexipag oraal 200 µg
37101,2017-06-13,,"immunoglobulines injection 3,3 g / 20 ml","immunoglobulinen injectie 3,3 g / 20 ml"
36905,2017-06-13,,emtricitabine + ténofovir oral 200 mg + 25 mg,emtricitabine + tenofovir oraal 200 mg + 25 mg
36822,2017-06-13,,dapagliflozine + metformine oral 5 mg + 1 g,dapagliflozine + metformine oraal 5 mg + 1 g
37291,2017-06-13,,sélexipag oral 1 400 µg,selexipag oraal 1 400 µg
37531,2017-06-13,,triamcinolone nasal 55 µg / 1 dos.,triamcinolon nasaal 55 µg / 1 dos.
36764,2017-06-13,,phénylbutyrate oral 940 mg / 1 g,fenylbutyraat oraal 940 mg / 1 g
37564,2017-06-13,,paracétamol perfusion 100 mg / 10 ml,paracetamol infusie 100 mg / 10 ml
36772,2017-06-13,,bisoprolol + périndopril oral 5 mg + éq. 4 mg,bisoprolol + perindopril oraal 5 mg + eq. 4 mg
36954,2017-06-13,,guanfacine oral (libér. modifiée) 3 mg,guanfacine oraal (gereg. afgifte) 3 mg
36814,2017-06-13,,dapagliflozine + metformine oral 5 mg + 850 mg,dapagliflozine + metformine oraal 5 mg + 850 mg
36996,2017-06-13,,atorvastatine + périndopril + amlodipine oral 20 mg + 5 mg + 5 mg,atorvastatine + perindopril + amlodipine oraal 20 mg + 5 mg + 5 mg
37150,2017-06-13,,daratumumab perfusion 100 mg / 5 ml,daratumumab infusie 100 mg / 5 ml
36665,2017-06-13,,albutrépénonacog alfa injection 1 000 UI,albutrepenonacog alfa injectie 1 000 IE
37549,2017-06-13,,homéopathie groupe Mama Natura Dormi oral,homeopathie groep Mama Natura Dormi oraal
37044,2017-06-13,,"tramétinib oral 0,5 mg","trametinib oraal 0,5 mg"
36640,2017-06-13,,albutrépénonacog alfa injection 250 UI,albutrepenonacog alfa injectie 250 IE
37556,2017-06-13,,Vitex agnus-castus oral 4 mg,Vitex agnus-castus oraal 4 mg
37465,2017-06-13,,"follitropine delta injection 12 µg / 0,36 ml","follitropine delta injectie 12 µg / 0,36 ml"
36939,2017-06-13,,guanfacine oral (libér. modifiée) 1 mg,guanfacine oraal (gereg. afgifte) 1 mg
36855,2017-06-13,,"palipéridone injection (libér. modifiée) 175 mg / 0,875 ml","paliperidon injectie (gereg. afgifte) 175 mg / 0,875 ml"
37671,2017-06-13,,eftrénonacog alfa injection 1 000 UI,eftrenonacog alfa injectie 1 000 IE
36863,2017-06-13,,"palipéridone injection (libér. modifiée) 263 mg / 1,315 ml","paliperidon injectie (gereg. afgifte) 263 mg / 1,315 ml"
36657,2017-06-13,,albutrépénonacog alfa injection 500 UI,albutrepenonacog alfa injectie 500 IE
37416,2017-06-13,,homéopathie groupe Arnigel cutané,homeopathie groep Arnigel cutaan
37184,2017-06-13,,"sulfate sodium + sulfate magnésium + sulfate potassium oral 17,51 g + 3,276 g + 3,13 g / 176 ml","sulfaat natrium + sulfaat magnesium + sulfaat kalium oraal 17,51 g + 3,276 g + 3,13 g / 176 ml"
36988,2017-06-13,,sofosbuvir + velpatasvir oral 400 mg + 100 mg,sofosbuvir + velpatasvir oraal 400 mg + 100 mg
37689,2017-06-13,,eftrénonacog alfa injection 2 000 UI,eftrenonacog alfa injectie 2 000 IE
37143,2017-06-13,,méningocoque type B injection,meningokokken type B injectie
37697,2017-06-13,,eftrénonacog alfa injection 3 000 UI,eftrenonacog alfa injectie 3 000 IE
37275,2017-06-13,,sélexipag oral 1 000 µg,selexipag oraal 1 000 µg
37390,2017-06-13,,desmopressine sublingual 50 µg,desmopressine sublinguaal 50 µg
36947,2017-06-13,,guanfacine oral (libér. modifiée) 2 mg,guanfacine oraal (gereg. afgifte) 2 mg
37630,2017-06-13,,carfilzomib perfusion 10 mg,carfilzomib infusie 10 mg
36681,2017-06-13,,linaclotide oral 290 µg,linaclotide oraal 290 µg
36897,2017-06-13,,emtricitabine + ténofovir oral 200 mg + 10 mg,emtricitabine + tenofovir oraal 200 mg + 10 mg
37259,2017-06-13,,"céfuroxime injection/perfusion 1,5 g","cefuroxim injectie/infusie 1,5 g"
37028,2017-06-13,,emtricitabine + rilpivirine + ténofovir oral 200 mg + 25 mg + 25 mg,emtricitabine + rilpivirine + tenofovir oraal 200 mg + 25 mg + 25 mg
37747,2017-06-13,,thiotépa perfusion 15 mg,thiotepa infusie 15 mg
37572,2017-06-13,,flucloxacilline injection/perfusion 1 g,flucloxacilline injectie/infusie 1 g
37382,2017-06-13,,desmopressine sublingual 25 µg,desmopressine sublinguaal 25 µg
37705,2017-06-13,,Cynara scolymus oral 400 mg,Cynara scolymus oraal 400 mg
37093,2017-06-13,,immunoglobulines injection 1 g / 6 ml,immunoglobulinen injectie 1 g / 6 ml
36806,2017-06-13,,bisoprolol + périndopril oral 10 mg + éq. 8 mg,bisoprolol + perindopril oraal 10 mg + eq. 8 mg
37499,2017-06-13,2018-05-17,"naloxégol oral 12,5 mg","naloxegol oraal 12,5 mg"
36921,2017-06-13,,"azélastine chlorhydrate collyre ophtalmique (sans cons.) 0,5 mg / 1 ml","azelastine hydrochloride druppels oculair (zonder bew.) 0,5 mg / 1 ml"
37580,2017-06-13,,"méningocoques type A, C, W, Y (non conjugué) injection","meningokokken type A, C, W, Y (niet-geconjugeerd) injectie"
36871,2017-06-13,,"palipéridone injection (libér. modifiée) 350 mg / 1,75 ml","paliperidon injectie (gereg. afgifte) 350 mg / 1,75 ml"
37085,2017-06-13,,insuline aspart perfusion 100 U / 1 ml,insuline aspart infusie 100 E / 1 ml
37481,,,,
37127,2017-06-13,2018-06-29,lévonorgestrel intra-utérin 52 mg (3 ans),levonorgestrel intra-uterien 52mg (3 jaar)
