@actorNr,@from,Denomination,StreetName,StreetNum,Postcode,City,CountryCode,Language,LegalForm,Building,Phone,Postbox,AuthorisationNr,VatNr,Website
05006,1960-01-01,Pharmacia Entreprises,Circuit Foire Internationale,,,Luxembourg,LU,FR,SA,,,,,,
05518,1960-01-01,De Witt E.C. & Co,Tudor Road-Manor Park,,,Runcorn,UK,EN,Ltd,,,,,,
05520,1960-01-01,Matrix Pharmaceuticals,Selborne House - Mill Lane,,,Alton-Hants,UK,EN,Ltd,,,,,,
05548,1960-01-01,Ge Healthcare,Amersham Place,,HP7 9NA,Little Chalfont Bucks,UK,EN,Ltd,Little Chalfont,,,,,
05579,1960-01-01,Oxford Glycosciences,The Forum - Milton Park,,,"Abingd, Oxon",UK,EN,Ltd,,,,,,
05586,1960-01-01,Chattem Uk,Guerry House Ringway Centre,,,Hampshire,UK,EN,Ltd,,,,,,
05703,1960-01-01,Abbvie,Park Vanwall Road - Maidenhead,,SL6 4UB,Berkshire,UK,EN,Ltd,Vanwall Business,,,,,
06005,1960-01-01,AGA,Agavägen,54,18181,Lidingo,SE,EN,AB,,,,,,
06007,1960-01-01,Ino Therapeutics,Aga AB,11,181 81,Lidingö,SE,EN,AB,,,,,,
06008,1960-01-01,Crucell Sweden,,,105 21,Stockholm,SE,EN,AB,,,,,,
08513,1960-01-01,Laboratorios Syva,Avda Parroco Diez,49-57,24010,Leon,ES,EN,SAU,,,,,,
01780,1960-01-01,Oxysphair,Rue de l'Enfer,9,7850,Mark,BE,FR,SPRL,,02/3970245,,1780H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0466.323.738')])",
04556,1960-01-01,NPS Pharma Holdings Limited,Grand Canal Street Upper,,Dublin 4,Ireland,IE,EN,Ltd,"Grand Canal House, 1",,,,,
03689,1960-01-01,i.DRAS,Fraunhoferstrasse,18B,D-82152,Planegg/Martinsried,DE,DE,GmbH,,,,,,
07030,1960-01-01,Iron4u,"Naesseslottet, Dronninggards Allé",136,2840,Holte,DK,EN,,,,,,,
01763,1960-01-01,Universitair Ziekenhuis Gent,De Pintelaan,185,9000,GENT,BE,NL,,,09/332.44.56,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0232.987.862')])",
01786,1960-01-01,DVH Logistics NV,Industrielaan,7B,8810,LICHTERVELDE,BE,NL,NV,,,,1786H,,
01787,1960-01-01,Pharmacies Servais sprl,Chaussee de Namur,5,1300,WAVRE,BE,FR,SPRL,,,,1787H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0453.242.495')])",
01699,1960-01-01,Pierre Logistic,Chaussée de Louvain,165,1300,WAVRE,BE,FR,SA,,,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0475.851.811')])",
01785,1960-01-01,Promomed,Rue Georges Cosse,20,5380,Noville-Les-Bois,BE,FR,SA,,02/7354534,,1785H,,
03103,1960-01-01,WeCare Pharmaceuticals,Lagedijk,1-3,1541 KA,Koog aan de Zaan,NL,NL,BV,,,,,,
03690,1960-01-01,CSL Behring,Emil-von-Behring-Strasse,76,35041,Marburg,DE,DE,GmbH,,,,,,
01726,1960-01-01,Novartis Consumer Health (Animal) DELETED,Claudius Prinsenlaan,142,4818 CP,BREDA,NL,NL,BV,,,,,,
05723,1960-01-01,Plethora Solutions Limited,Monument Business Park,,OX44 7RW,Chalgrove,UK,EN,Ltd,Hampden House,,,,,
04254,1960-01-01,Gentium,Piazza XX Settembre,2,I-22079,Villa Guardia,IT,FR/NL,SpA,,,,,,
01781,1960-01-01,Omega Pharma International,Venecoweg,26,9810,NAZARETH,BE,NL,NV,,09/3810372,,1781H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0807.596.363')])",
03691,1960-01-01,Bayer Pharma,Muellerstrasse,178,13342,Berlin,DE,DE,AG,,,,,,
03692,1960-01-01,EffRx Pharma,Stöplchenweg,37,14109,Berlin,DE,DE,GmbH,,,,,,
03693,1960-01-01,Aristo Pharma,Wallenroder Strasse,8-10,13435,Berlijn,DE,DE,GmbH,,,,,,
01788,1960-01-01,Moriau Gas,Pijnbroekstraat,5,1600,SINT-PIETERS-LEEUW,BE,NL,BVBA,,02/410.39.07,,1788H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0473.211.629')])",
01790,1960-01-01,Inter Commerce Medical,Stoktsebaan,14,2350,VOSSELAAR,BE,NL,BVBA,,014/62.40.97,,1790H,,
01776,1960-01-01,Etherna Immunotherapies,Galileilaan,19,2845,NIEL,BE,NL,NV,,02/477.45.91,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0502.703.389')])",
01797,1960-01-01,Jos Kusters Transport,Nelemeersstraat,20,9830,SINT-MARTENS-LATEM,BE,NL,BVBA,,02/255.96.26,,1797H,,
01798,1960-01-01,Polymer Processing,Haandorp,1,9130,Kallo,BE,NL,NV,,0473/28.27.46,Kaai 1229,1798H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0457.525.145')])",
01796,1960-01-01,S3 Logistics,Centrum Zuid,1613,3530,Houthalen,BE,NL,BVBA,,011/81.25.11,,1796H,,
01799,1960-01-01,Terwagne  Etablissement,Allée des Abattoirs,15,5590,CINEY,BE,FR,SA,,083/21.57.57,,,,
01795,1960-01-01,Van Damme,Melkerijstraat,65,2900,SCHOTEN,BE,NL,BVBA,,03/324.33.76,,1795H,,
01801,1960-01-01,Leduc David,Rue Chevauchoir,17,7387,Autreppe,BE,FR,,,02/255.96.26,,1801H,,
01802,1960-01-01,DHL Supply Chain (Belgium),Zandvoortstraat,3,2800,MECHELEN,BE,NL,NV,Industriezonde Mechelen Noord 2,0474/54.35.32,,1802,"OrderedDict([('@countryCode', 'BE'), ('#text', '0415.038.749')])",
01757,1960-01-01,Galderma Benelux,De Keyserlei,58/60,2018,ANTWERPEN,BE,NL,BV,,03/897.19.00,19,1757H,,
02614,1960-01-01,Laboratoire TVM,rue des Bardines,57,63370,Lempdes,FR,FR,,,,,,,
02615,1960-01-01,Galderma International,avenue André Prothin,20,Cedex 9292,La  Défense,FR,FR,SAS,Tour Europlaza - La Défense 4,,,,,
01803,1960-01-01,Effik International,Lenniksebaan,451,1070,ANDERLECHT,BE,NL,NV,,0479/98.92.88,,2425H,,
05724,1960-01-01,3M Health Care Limited,"Morley Street, Loughborough",1,LE11 1EP,Leicestershire,UK,EN,Ltd,,,,,,
03694,1960-01-01,AqVida,Kaiser-Wilhelm-Strass,89,20355,Hamburg,DE,DE,GmbH,,,,,,
05725,1960-01-01,Brown & Burk Uk Ltd,Marryat Close Hounslow West,5,TW4 5DQ,Middlesex,UK,EN,,,,,,,
05726,1960-01-01,Cipla (EU),"Limited Dixcart House, Addlestone Road",,KT15 2LE,"Addlestone,Surrey",UK,EN,Ltd,"Hillbrow House, Bourne Business Park",,,,,
05727,1960-01-01,Ajanta Pharma UK Limited,"Cabot House, Compass point",2,PE 27 5JL,Cambridgeshire,UK,EN,Ltd,Business Park St.Ives,,,,,
01746,1960-01-01,Colgate-Palmolive  Belgium,Vorstlaan,165,1160,OUDERGEM,BE,NL,NV,,09/210.70.90,,1746H,,
01773,1960-01-01,Seps Pharma CTM,Technologiepark,B4,9052,Zwijnaarde,BE,NL,NV,,09/261 69 02,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0847 498 995')])",
03104,1960-01-01,Medidis,Archimedeslaan,11,8218,ME Lelystad,NL,NL,BV,,,,,,
01807,1960-01-01,Amophar,Molenberglei,36,2627,SCHELLE,BE,NL,BVBA,,03/2868886,,1807H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0839.385.540')])",
03105,1960-01-01,Equiprovet,Granaatstraat,28,7554,TR Hengelo,NL,NL,,,,4,,"OrderedDict([('@countryCode', 'NL'), ('#text', 'NL851674732B01')])",
01772,1960-01-01,ADVANCED TECHNOLOGY CORPORATION,CHU de Liège B35,2E,4000,LIÈGE,BE,FR,SA,,04/366.83.04,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0424.658.872')])",
05728,1960-01-01,Agila Specialities UK,New Bridge Street,30-34,EC4V 6BJ,London,UK,EN,Ltd,New bridge Street House,,,,,
05729,1960-01-01,Linepharma International Limited,Euston Road,338,NW1 3BT,London,UK,EN,Ltd,Regents Place,,,,,
01792,1960-01-01,Laboratoire de Contrôle et d'analyse  ( L.C.A.),Zone 1 Research Park,110,1731,Zellik,BE,NL,BVBA,,0494/578.205,,1792H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0821.709.863')])",
05730,1960-01-01,Stravencon,Hanover Square,17,W1S1HU,London,UK,EN,Ltd,Landmark House,,,,,
02617,1960-01-01,CAG Pharma,Rue de la Source,8,92310,Sèvres,FR,FR,,,,,,,
06524,1960-01-01,Pharmazeutische Fabrik Montavit,Salzbergstrasse,96,6067,Absam,AT,DE,GmbH,,,,,,
03106,1960-01-01,NeoCare,Nieuwe Donk,3,4879 AC,Etten-Leur,NL,NL,BV,,,,,,
03695,1960-01-01,Piramal Imaging,Tegeler Strasse,6-7,13353,Berlin,DE,DE,GmbH,,,,,,
05731,1960-01-01,Glaxo Group - DELETED,Great West Road,980,TW8 9GS,Brentford,UK,EN,Ltd,,,,,,
03696,1960-01-01,Otsuka Novel Products GmbH,Erika-Mann-Straße,21,80636,München,DE,DE,GmbH,,,,,,
01808,1960-01-01,KRKA Belgium,Industriepark West,75,9100,SINT-NIKLAAS,BE,NL,NV,,496/58.50.14,,1808H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0508.714.223')])",
01793,1960-01-01,Omega Pharma Trading,Venecoweg,26,9810,NAZARETH,BE,NL,NV,,09/381.02.88,,1793H,,
01813,1960-01-01,Université de Liège Faculté de Medecine,Avenue Hippocrate,15,4000,LIÈGE,BE,FR,,Quartier Hôpital,04/366.44.70,B36,1813H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0325.777.171')])",
02017,1960-01-01,Lapicor,Industriezone Roosveld,2,3400,LANDEN,BE,NL,NV,,,B6,,,
02015,1960-01-01,Merck Chemicals,Brusselsesteenweg,288,3090,OVERIJSE,BE,NL,NV,,02/686.08.05,,,,
01815,1960-01-01,Septinta,Rue Bon Air,7,1470,GENAPPE,BE,FR,SPRL,,,,,,
01816,1960-01-01,Aurobindo Benelux,Grootveldstraat,6,1910,KAMPENHOUT,BE,NL,,,,,,,
08542,1960-01-01,Ferrer Internacional DELETED,Gran Via Carlos III,94,8028,Barcelona,ES,EN,SA,,,,,,
03697,1960-01-01,PARI Pharma,Moosstraße,3,82319,Starnberg,DE,DE,GmbH,,,,,,
03698,1960-01-01,CP GABA,Beim Strohhause,17,20097,Hamburg,DE,DE,GmbH,,,,,,
09704,1960-01-01,Egis Pharmaceuticals PLC,Kereszturi ut,30-38,1106,Budapest,HU,EN,Plc,,,,,,
09501,1960-01-01,Finox Biotech,Gärten,71,FL-9496,Balzers,LI,EN,AG,,,,,,
01814,1960-01-01,Geodis Wilson Belgium,Bisschoppenhoflaan,645,2100,Deurne,BE,NL,NV,,02/753.56.60,,1814H,,
05732,1960-01-01,Equimed,Hillards Court,2,CH4 9PX,Chester,UK,EN,Ltd,"Jeffcott, Chester Business Park",,,,,
08543,1960-01-01,Labosuan I+D,Einstein,8,28108,"Alcobendas, Madrid",ES,EN,SL,,,,,,
02618,1960-01-01,Institut Georges Lopez - IGL,Allée des Chevreuils,1,69380,Lissieu,FR,FR,,"Parc tertiaire du Bois Dieu, RN6",,,,,
01806,1960-01-01,Cliniques universitaires Saint-Luc,Avenue Hippocrate,10,1200,SINT-LAMBRECHTS-WOLUWE,BE,FR,asbl,,02/7643635,,,,
07508,1960-01-01,Trygg Pharma,"Fjordalléen, 1426 Vika",16,0115,Oslo,NO,EN,A/S,PO Box,,,,,
03107,1960-01-01,Avimedical B.V.,Abbinkdijk,1,7255,LX Hengelo,NL,NL,BV,,,,,,
01800,1960-01-01,Boiron,Rue Carli,5,1140,EVERE,BE,FR,SPRL,,04/367.82.26,,1800H,,
01818,1960-01-01,Dynaphar,Avenue de Fré,267,1180,UKKEL,BE,FR,asbl,,0497/404.606,12,1818H,,
01821,1960-01-01,Fagron Compounding Services,Woestijnstraat,53,2880,BORNEM,BE,NL,NV,,03/800.54.16,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0479 988 860')])",
01779,1960-01-01,Masthercell,Rue Auguste Piccard,48,6041,Gosselies,BE,FR,SA,,490/64.54.89,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0840.843.708')])",
01819,1960-01-01,Pacheco,Avenue du Commerce,42,1420,BRAINE-L'ALLEUD,BE,FR,SA,,02/735.45.34,,1819H,,
01791,1960-01-01,SGS Lab Simon,Vieux Chemin du Poète,10,1301,Bierges,BE,FR,SA,,010/421.186,,1791H,,
05733,1960-01-01,PTC Therapeutics,"Furzeground Way, Stockley Park E",1,UB11 1BD,Uxbridge,UK,EN,Ltd,"Lakeside House, Office G33a",,,,,
02619,1960-01-01,Unither Pharmaceuticals,Rue André Durouchez,151,80084,Amiens cedec 2,FR,FR,,Espace Industriel Nord,,,,,
05734,1960-01-01,Bristol-Myers Squibb Pharma EEIG,Sanderson Road,,UB8 1DH,Uxbridge,UK,EN,,Uxbridge Business Park,,,,,
03108,1960-01-01,Schering Nederland,Van Houten Industriepark,1,1381MZ,Weesp,NL,NL,BV,,,,,,
07031,1960-01-01,Pharmanovia,Jaegersborg Allé,164,2820,Gentoffe,DK,EN,A/S,,,,,,
02620,1960-01-01,Novartis Santé Animale,Rue Blériot,10,92500,Rueil-Malmaison,FR,FR,SAS,,,,,,
01820,1960-01-01,Eurofins Pharmacuetical Product Testing Belgium,Lieven Bauwensstraat,4-6,8200,Sint-Andries,BE,NL,NV,,0473/26.18.14,,1820H,,
05735,1960-01-01,Gensia Europe,Old Bracknell Lane - Bracknell,,RG12 7BW,Berkshire,UK,EN,Ltd,1 Bracknell Beeches,,,,,
03699,1960-01-01,Shire Orphan Therapies,Friedrichstrasse,149,D-10117,Berlin,DE,DE,GmbH,,,,,,
01812,1960-01-01,Serb,Avenue Louise,480,1050,ELSENE,BE,FR,SA,,09/3445338,,1812H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0538.813.719')])",
05736,1960-01-01,Alimera Sciences,"Wellesley Road, Hampshire",,GU11 1PZ,Aldershot,UK,EN,Ltd,Royal Pavilion,,,,,
03109,1960-01-01,UniQure Biopharma,Meibergdreef,61,1105,BA Amsterdam,NL,NL,BV,,,,,,
01823,1960-01-01,Added Pharma International,Alfons Servaislei,96,2900,SCHOTEN,BE,NL,BVBA,,015/618380,A,1823H,,
01768,1960-01-01,Yusen Logistics (Benelux),Keetberglaan,2,9120,Melsele,BE,NL,BV,,0475 359987,Haven 1089,1768H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0502.518.792')])",
03110,1960-01-01,Aurobindo Pharma,Baarnsche Dijk,1,3741,LN Baarn,NL,NL,BV,,,,,,
05737,1960-01-01,Dong-A Pharmaceutical UK,Twelvetrees Crescent Bromley by Bow,,E3 3JH,London,UK,EN,Ltd,London Gas Museum,,,,,
06525,1960-01-01,Eli Lilly Regional Operations GmbH,Kölblgasse,8-10,1030,Wien,AT,DE,GmbH,,,,,,
03700,1960-01-01,PharmaLex,Harrlachweg,6,68163,Mannheim,DE,DE,GmbH,,,,,,
03701,1960-01-01,Bionorica SE,Kerschensteinerstr.,11-15,92318,Neumarkt,DE,DE,,,,,,,
02420,1960-01-01,NEW,,,1000,BRUSSEL,BE,FR/NL,,,,,,,
02622,1960-01-01,Vifor Fresenius Medical Care Renal Pharma France,Terrasse Boieldieu,100-101,92042,Paris la Défense Cedex,FR,FR,,Tour Franklin La Défense 8,,,,,
04255,1960-01-01,Kedrion,Località Ai Conti,,55051,"Castelvecchio Pascoli, Barga (LU)",IT,EN,SpA,,,,,,
05738,1960-01-01,GEA Farm Technologies (UK),Watery Lane Bishopstrow,,BA12 9HT,"Warminster, Wiltshire",UK,EN,Ltd,Wyle Works,,,,,
02623,1960-01-01,Medipha Sante,avenue de Norvège,19,91953,Courtabœuf Cedex,FR,FR,,Les Fjords - Immeuble Oslo,,,,,
03702,1960-01-01,ASK Pharmaceuticals,Heimeranstrasse,35,80339,Munich,DE,DE,GmbH,,,,,,
01829,1960-01-01,Profiplus,Gulmerstraat,55,3721,Vliermaalroot,BE,NL,BVBA,,0496/289.749,,1829H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0475.831.718')])",
01824,1960-01-01,IRE Elit,Avenue de l'Espérance,1,6220,FLEURUS,BE,FR,SA,,3271813312,,1824H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0826.980.032')])",
01830,1960-01-01,Impharmex Global,Koloniënstraat,11,1000,BRUSSEL,BE,NL,BVBA,,02/888.27.11  - 0476/250.001,,1830H,,
01782,1960-01-01,Institut National des Radioéléments (IRE),Avenue de l'Espérance,1,6220,FLEURUS,BE,FR,,,071/82.93.21  - 0470/189.966,,,,
01826,1960-01-01,Eco.Pharma.Supply (en abrége E.P.S.),Chaussée du Risquons-Tout,310,7700,MOESKROEN,BE,FR,SPRL,,0473/613.504,,1826H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0543.602.945')])",
06018,1960-01-01,RPH Pharmaceuticals,Lagervägen,7,13650,Jordbro - Stockholm,SE,EN,AB,,,,,,
02624,1960-01-01,Laboratoires Galéniques Vernin,rue Louis-Charles Vernin,20,77190,Dammarie-les-Lys,FR,FR,,,,,,,
02625,1960-01-01,Laboratoires Mayoly Spindler,Avenue de l'Europe,6,78401,Chatou,FR,FR,,,,51,,,
06711,1960-01-01,Pharmaten DELETED,Dervenakion str.,6,15351,"Pallini, Attiki",EL,EN,SA,,,,,,
03111,1960-01-01,Merck Sharp & Dohme,Waarderweg,39,2031 BN,Haarlem,NL,NL,BV,,,,,,
01831,1960-01-01,Bausch & Lomb Pharma,Boulevard Lambermont,430,1030,SCHAARBEEK,BE,FR,SA,,0496/858749,,1831,"OrderedDict([('@countryCode', 'BE'), ('#text', '0439.621.618')])",
01828,1960-01-01,Baxalta Belgium Manufacturing,Boulevard René Branquart,80,7860,LESSINES,BE,FR,SA,,068/273448,,1828H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0563.700.454')])",
01825,1960-01-01,Pfizer PFE Belgium,Boulevard de la Plaine,17,1050,ELSENE,BE,FR,SPRL,,02/554.62.28,,1825H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0552.558.025')])",
03112,1960-01-01,Kernfarm,De Corridor,14D,3621 ZB,Breukelen,NL,NL,BV,,,,,,
01836,1960-01-01,Silver-Med,Rue de l'Entreprise,12,4530,VILLERS-LE-BOUILLET,BE,FR,SPRL,,0494/42 95 08,,1836H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0543 417 358')])",
01832,1960-01-01,Universitair Ziekenhuis Antwerpen(verkort UZA) IZW,Universiteitsplein,1,2610,Wilrijk,BE,NL,,,03/821 37 80,,1832H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0874 619 603')])",
03703,1960-01-01,CNP Pharma,Marienplatz,10,94081,Fürstenzell,DE,DE,GmbH,,,,,,
03704,1960-01-01,MIP Pharma,Kirkeler Str.,40,66440,Blieskastel,DE,DE,GmbH,,,,,,
01835,1960-01-01,Anabiotec,Noorwegenstraat,4,9940,Evergem,BE,NL,NV,,09/2415640 of 09/2418606,,1835H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0466 037 587')])",
06019,1960-01-01,Linde Healthcare,,,181 81,Lidingö,SE,EN,AB,,+46 8 731 10 00,,,,www.linde-healthcare.se
06526,1960-01-01,Takeda Austria,St.-Peter-Strasse,25,4020,Linz,AT,EN,GmbH,,,,,,
02626,1960-01-01,Sanofi Clir,rue La Boétie,54,75008,Paris,FR,FR,SNC,,,,,,
05739,1960-01-01,Navidea Biopharmaceuticals Limited,Upper High Street Thame,30,OX9 3EZ,London,UK,EN,Ltd,,,,,,
05740,1960-01-01,Pharma Regulatory Solutions,Campbell Road – Woodley,20,RG5 3NA,Reading,UK,EN,Ltd,,,,,,
06020,1960-01-01,To delete,,,-,-,SE,EN,AB,,,,,,
06021,1960-01-01,Octapharma,Elersvägen,40,11275,Stockholm,SE,EN,AB,,,,,,
05741,1960-01-01,Generics UK,Potters Bar,,EN6 1TL,Hertfordshire,UK,EN,Ltd,Station Close,,,,,
03113,1960-01-01,Teva,Swensweg,5,2031 GA,Haarlem,NL,NL,BV,,,,,,
03114,1960-01-01,Focus Care Pharmaceuticals,Westzijde,416,1506,GM Zaandam,NL,NL,BV,,,,,,
03705,1960-01-01,Midas Pharma,Rheinstrasse,49,D-55218,Ingelheim,DE,DE,GmbH,,,,,,
01693,1960-01-01,Kuehne + Nagel Logistics,Klaus-Michael Kuehnelaan,8,2440,GEEL,BE,NL,NV,,014/565326 of 0473/91 56 11,,1693H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0876 061 339')])",
05742,1960-01-01,"Clinuvel UK Limited, c/o",Primrose Street,20,EC2A 2RS,London - United Kingdom,UK,EN,Ltd,"Reed Smith, Broadgate Tower, Third Floor",,,,,
01833,1960-01-01,Mylan EPD,Terhulpsesteenweg,6a,1560,HOEILAART,BE,NL,BVBA,,02/658 61 31,,1833H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0564.907.115')])",
02627,1960-01-01,Laboratoire HRA Pharma,rue Béranger,15,75003,Paris - France,FR,FR,,,,,,,
01837,1960-01-01,Biogen  Belgium,Culliganlaan,2G,1831,Diegem,BE,NL,NV,Park Lane G,0498/224.582,,1837 H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0462 285 469')])",
02421,1960-01-01,Vaccifar DELETED,Lt. Karel Caluwaertsstraat,1,2160,WOMMELGEM,BE,NL,BVBA,,03/355.10.32,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0547 918 554')])",
01839,1960-01-01,Vaccifar,Sint-Damiaanstraat 18,1,2160,WOMMELGEM,BE,NL,BVBA,,03/355.10.32,,,,0547 918 554
03706,1960-01-01,AbZ-Pharma,Graf-Arco-Strasse,3,99079,Ulm,DE,DE,GmbH,,,,,,
03707,1960-01-01,Teva,Graf-Arco-Strasse,3,89079,Ulm,DE,DE,GmbH,,,,,,
05743,1960-01-01,Novartis Europharm DELETED,Camberley,,GU16 7SR,United Kingdom,UK,EN,Ltd,Frimley Business Park,,,,,
05744,1960-01-01,To recuperate,,,000000,xxxxxx,UK,EN,Ltd,,,,,,
05745,1960-01-01,Shionogi,Kingsway,33,WC2B 6UF,London,UK,EN,Ltd,,,,,,
03115,1960-01-01,Durata Therapeutics International,Barbara Strozzilaan,101,1083HN,Amsterdam,NL,NL,BV,Spaces Zuidas II,,,,,
03116,1960-01-01,Forest Pharma,Newtonlaan,115,3584 BH,Utrecht,NL,NL,BV,,,,,,
01834,1960-01-01,Cipla Europe,De Keyserlei,58-60 bus,2018,ANTWERPEN,BE,NL,NV,,,,1834H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0539.790.548')])",
05011,1960-01-01,Laboratoires Bailleul,Avenue Pasteur,10-12,2310,Luxembourg,LU,FR,SA,,,,,,
03117,1960-01-01,Disphar International,Winkelskamp,6,7255 PZ,Hengelo,NL,NL,BV,,,,,,
01838,1960-01-01,Oystershell,Nijverheidsweg,10,9820,MERELBEKE,BE,NL,NV,,09/3772485,,1838H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0419 652 979')])",
05746,1960-01-01,Sucampo Pharma Europe Ltd,Park Drive,99,0X14 4RY,Oxfordshire,UK,EN,Ltd,Milton Park Abingdon,,,,,
02628,1960-01-01,Goapharma,Rue Solférino,6,78000,Versailles,FR,FR,SAS,,,,,,
02629,1960-01-01,Laboratoires Genévrier,Rue de Goa,280,6600,Antibes,FR,FR,SA,ZI Les Trois Moulins - Parc de Sophia-Antipolis,,,,,
01841,1960-01-01,Katholieke Universiteit te Leuven ( KU Leuven),Campus Gasthuisberg Herestraat,49,3000,LEUVEN,BE,NL,,UZ Leuven  Afdeling Nucleaire Geneeskunde,016/33 30 47,,1841H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0419 052 173')])",
01843,1960-01-01,Quercus Labo,Wijmenstraat,21P,9030,Mariakerke,BE,NL,BVBA,,015/70 91 28,,1843H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0457 113 884')])",
01844,1960-01-01,Nelson Labs,Romeinsestraat,12,3001,Heverlee,BE,NL,NV,,016/40.04.84,,1844H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0442 395 719')])",
09705,1960-01-01,RadioPharmacy Laboratory,Gyar st.,2,2040,Budaôrs,HU,EN,Ltd,,,,,,
04557,1960-01-01,Double-E Pharma,Ballsbridge,4,-,Dublin,IE,EN,Ltd,"7th Floor, Hume House",,,,,
05747,1960-01-01,Cubist (UK),Brooklands Road Weybridge,Unit 1,KT13 0RU,Surrey,UK,EN,Ltd,Horizon Business Village No 1,,,,,
05748,1960-01-01,BGP Products Ltd,"Vanwall Road, Maidenhead",,SL6 4XE,United Kingdoms,UK,EN,Ltd,"Abbott House, Vanwall Business Park",,,,,
03708,1960-01-01,Serag Wiessner,Zum Kugelfang,8-12,95119,Naila,DE,DE,GmbH & CO. KG,,,,,,
01845,1960-01-01,Innovative Pharma Partner,Nieuwe Steenweg,50a,8377,ZUIENKERKE,BE,NL,BVBA,,,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0426.804.354')])",
03709,1960-01-01,Prevtec Microbia,Geyerspergerstr,27,80689,München,DE,DE,GmbH,,,,,,
03118,1960-01-01,ProFibrix,Darwinweg,24,2333,CR Leiden,NL,NL,BV,,,,,,
06022,1960-01-01,CDRD Berolina,Sjödalavägen,85,23335,Svedala,SE,EN,AB,,,,,,
01827,1960-01-01,Shire Belgium,Montoyerstraat,47,1000,BRUSSEL,BE,NL,BVBA,,02/7110230,,1827H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0563.700.355')])",
04558,1960-01-01,Orexigen Therapeutics Ireland,Sir John Rogerson's Quay,70,2,Dublin,IE,EN,Ltd,,,,,,
05749,1960-01-01,Medical Developments UK,"Dane Street, Bishop Stortford",,CM23 3BT,Hertfordshire,UK,EN,Ltd,"Causeway House,1",,,,,
02630,1960-01-01,SANTEN,Rue Pierre Fontaine,1,F-91058,Evry Cedex,FR,FR,SAS,Bâtiment Genavenir IV,,,,,
04559,1960-01-01,Bimeda,Broomhill Road,,-,"Tallaght, Dublin 24",IE,EN,Ltd,,+353 (0) 1466 7900,,,,www.bimeda.ie
05750,1960-01-01,InterGal Pharma,BT63,,5UA,Craigavon,UK,EN,Ltd,Seagoe Industrial Estate,,,,,
01778,1960-01-01,Solvay Chemicals International,Rue de Ransbeek,310,1120,Neder-Over-Heembeek,BE,FR,SA,,0475/55.33.75,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0406.804.736')])",
02631,1960-01-01,Aptalis Pharma,Place de l'Iris,5-6,92400,Courbevoie,FR,FR,SAS,La Défense 5,,,,,
09706,1960-01-01,Zylavet Pharmaceuticals,Batthyány u.,6,2143,Kistarcsa,HU,EN,Ltd,,,,,,
03710,1960-01-01,Pulsion Medical Systems SE,Hans-Riedl-Strasse,21,85622,FeldKirchen,DE,DE,,,,,,,
01849,1960-01-01,IC PHARMA,Drève du Prieuré,19,1160,OUDERGEM,BE,FR,SPRL,,015/61.8.80,,1849H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0505.707.124')])",
09950,1960-01-01,AS Grindeks,Krustpils Iela,53,LV-1057,Riga,LV,EN,,,+371 67083205,,,,
03119,1960-01-01,B-Medical,Splinterlaan,156A,2352,SM Leiderdorp,NL,NL,BV,,,,,,
05751,1960-01-01,Lupin (Europe),Bexton Road,,WA16 0PF,"Knutsford, Cheshire",UK,EN,Ltd,Victoria Court,,,,,
